beta0,beta1,beta2,beta3,lambd1,lambd2,rmse
6.50806303486271,-1.5475437415350481,-9.949695841845243,9.88671492632305,2.4479086238031695,2.209464969793823,0.050885097742885986
7.294376914220414,-2.4318470146353666,-3.0858167655901103,4.785610921627518,1.6945264072458486,1.2218014292186499,0.047535082715984674
3.462200862098102,-0.34459246777249103,-9.99999999995385,12.126601050037262,4.51996913049117,6.72539760721839,0.07663729954536411
2.9350677102127434,-2.768394089814153,-2.9083190418878805e-05,0.883992925175817,5.616028201161261,0.7800711015253915,0.029273575616979464
2.206225869962024,-2.0404754343081826,-0.0003953390938172558,-1.183093324220084,2.627340658076761,0.5662097349356168,0.035808055852824885
7.144148116903043,-3.8045038809396723,-5.430632832190037,5.540857008236278,2.063530688312467,1.9592538902041385,0.058479610596179385
2.406011850864953,-2.3250575446311155,-0.7732190762883598,-1.1568992304350751,2.3291896788123476,1.0583735487065147,0.02747671149161589
5.249316325463374,-0.6938208123070625,-0.5577053403262487,1.5162183834105594,1.9419309221233816,0.275111168215995,0.027544940283826442
6.639443264623532,-1.7677705244840376,-9.999999995242103,10.40664303266229,1.9777679796359888,1.740406664911079,0.04359075759939159
7.1357301522228775,-2.1882889065214317,-9.999999999985643,10.394250721786007,1.900767216504877,1.7567484834374594,0.043119297520359486
7.6277706884470104,-4.004701661191639,0.00038994830756264315,-3.1243235171716575,0.4025351506736237,0.9086335542772239,0.05190180320086029
7.926552674372746,-9.999999999912989,3.702451321558946,14.450714109137836,0.3788021528999933,0.11178505549073367,0.040141131265463766
8.025650977518527,-3.8269867809265308,0.0005563573611029906,-2.9989182655144724,0.36126151047762256,0.928238148935039,0.05961683863540815
5.0295387490060826,-0.5636330818540541,-1.92828874132891,2.098692973389438,1.4878547700057358,0.33417656744952995,0.0362600614875734
6.948858670801963,-2.2050728301991738,-9.999999999467876,11.094867248793552,1.8832842395985105,1.6090500288969765,0.040424882939436274
4.705699994140292,-2.867812733802196,-2.552118182007889,4.889303267479562,1.516188286912167,0.3076337155961483,0.041549180611847036
2.1387985283257236,-2.060404867814735,3.6427142950938336,-2.1294188542957992,7.936565777766699,2.3104045689879573,0.017136994260444877
-0.6019097381467712,0.7067434759990802,7.680635626758113,-0.810647204863053,17.36801995142206,0.888129532779905,0.012947531445052392
2.295801603559317,-2.1578420764453377,-1.7922501785144855,-1.2797421947670164,2.501683208210939,2.5016796372320527,0.02306172747033931
2.267595251513585,-2.1727269290779376,-1.5767785387347322,-0.5425445424629749,2.534653901898238,0.801795747673242,0.028184999999700196
7.724170885838651,-4.841126149924958,1.1650636694829046e-05,-4.357967836756072,0.21690682550597645,0.7080917495182666,0.05090773098827196
7.154278747728137,-3.9846643418656202,-0.0005021213987242961,-3.041699265808846,0.6839203305311815,1.2789578585389219,0.05903581368207876
7.594760357940397,-3.93870623272378,-1.8302724901784692e-05,-3.729220306184529,0.30919252089120086,0.8344415417101091,0.04238797240418725
8.616499982726497,-8.435153002941309,-9.99999999999999,5.485241340068836,19.999999999999957,7.744789831185112,0.029262246322102975
4.8425712508967536,-2.2967031097788557,-3.260188950462788,4.4616155901630075,1.2642632382254375,0.337880026195512,0.033431332219463435
5.085080517060449,-4.699642177133572,-9.999999940102565,10.382679566242482,9.328217975743762,6.181139546169859,0.011351247724555785
2.4002885244213776,-2.328194440164548,-0.943045136706335,-0.9591945817128777,2.337680057972615,1.039624130713901,0.025445716505285838
6.802035976429667,-1.7383640498064976,-9.999124726336328,10.504827889788704,2.324368609242851,2.1051099440462564,0.04622637416621826
2.106063381688205,-1.960710244606001,0.00010929152586932621,-0.8812957475710091,2.5563766635705787,0.450662616632689,0.04456929108189057
5.068872170522988,-1.840217355118371,-1.1565965989261482,2.8823523990688775,1.6546053654539306,0.28580201595850124,0.035870798206395806
7.35738751599608,-2.408587982230381,-9.999999999999998,11.520537368921717,1.5919351235051278,1.414196689362844,0.049939307722071585
3.296035479523994,-3.2789884355655983,-0.00011467280874836856,1.189265063742197,4.356448535776218,1.0312110029775319,0.04737877586064734
4.910340092734919,-1.419843365964859,-1.1180238161853255,2.5821967672800907,1.9839835394666911,0.28971520854788485,0.02931213770592174
8.166804419909536,-7.89629370925672,-9.999999999999982,4.689229446383121,19.99999999871364,7.803930652827941,0.02142341231592022
8.157437773177026,-4.180383026078886,0.0002360214618780962,-3.9121154038359918,0.19663049725782175,0.6401046779062048,0.044879770191361204
2.3983232408731348,-2.261298626003365,-0.03407041611674868,-1.3565865654589466,2.7277546749032853,0.7752363286811695,0.02835571997844528
2.6011369344869952,-2.513211329885235,3.8725748452365973,-4.473436316417172,4.376067435194078,2.4309253978292573,0.025569931470923686
0.3544982130021433,2.720547056407285,14.999999999999998,2.8988543989924227,18.076319987348306,2.5049920915691777,0.023299731936338077
6.7981773380747486,-1.7800751838641333,-9.999998670670731,10.567630851455048,2.3813974471821817,2.1168899122198472,0.04570213370390211
7.972715119190469,-7.7213063770173065,-9.999999999999998,4.397116919370783,19.999999999999996,8.410727755980403,0.028663983266063457
7.518734850132462,-3.815042769560702,-7.625463546419829e-05,-2.234212196086502,0.5823295257444675,1.3841749458212582,0.055809910579673
3.172954435307946,-3.0028423726806857,0.0001318977634740412,0.7809132081795239,6.381339518373587,0.6336375789860288,0.042643543154783775
9.090711492698011,-8.870844712430475,-9.999999999999998,5.535888980255317,19.99999999894377,7.094813118378341,0.036500925927734386
3.1805673101007015,-2.7815401798727675,-2.9099492383315622e-05,-0.4800935656741341,5.047717111801654,0.534034696215917,0.052256499310863416
9.008924520005381,-8.822860836755966,-9.999999999999966,5.536242548506139,19.999999999999922,7.076228284833685,0.02440289023343979
7.800783041805692,-3.6241323534349297,-9.330717548240697e-05,-2.0600350424316263,0.5676808584574033,1.2411777514503237,0.06331142667292299
6.5597333380462,-6.258661980747324,-5.962272260070768,3.4950457717901986,19.999999999999996,6.539480228709338,0.021209170523515827
8.196576147821744,-7.90283491407791,-9.999999999994278,4.842016168564331,19.99999999992554,7.8799766125770825,0.03220641720233965
2.2337404200406645,-2.1588743353457236,-1.7884558170423355,-0.3336922768910209,2.5361958849361192,0.8366893287742511,0.02407594675777248
6.831439136768324,-3.73622640804975,-6.164502464784504,5.99481211065528,2.076692909171537,1.9645947771096253,0.06308080958041669
7.705244578319845,-3.6334665953871794,0.0003167427049537378,-2.7087950505373066,0.4294178599962146,1.0113083655351498,0.0629344199968437
7.518176107691598,-4.245592931282966,8.393747884900007,-9.999999999999998,0.5863368393042624,0.6847311422608652,0.05087228488891101
7.088972181062091,-2.244760920123279,-0.6896016955466036,2.733913940939324,2.1422838546461045,0.9848553532315157,0.04786189871368944
2.6783293124354026,1.669372486719384,5.080798604427839,2.3914141830437825,19.999999999998447,0.24039175186488346,0.01612212065022792
7.010245223440025,-2.0889007324849906,-9.999999913973484,10.324106672182435,1.6781691085748978,1.5505721366972656,0.04363754309554571
4.936803227954738,0.19070248957735944,-1.377150365765097,0.6680095306589204,2.07345768084429,0.44240181845705195,0.0367294836590969
7.2627932984075425,-4.523303108682547,0.000212411025031758,1.7189003332266735,1.4083929792705456,0.250691985569587,0.055409179178897254
7.69060570189502,-4.498174868832683,0.0006340675946234522,-3.9402773599996865,0.20732773982411118,0.6845244914534904,0.06690993914603638
5.05517226760436,-1.6777563652296275,-1.139634752599498,2.1436697611375766,2.0974142724770037,0.30122819539517653,0.03134531031344725
7.409013198483609,-4.325612497094491,8.460956508393537,-9.999971883742708,0.881340811534333,0.9742121590109307,0.057130220784247794
2.1776212165479643,-1.9624812060420962,2.4558682910089756e-05,-1.3180715645448444,2.7250966544923694,0.525114611695688,0.030962367814683363
5.1545017360308405,-0.5095855253759995,-0.6669398646804545,1.117602897137683,2.7750423260541455,0.3637201101679956,0.03566923359849845
2.4610943497317095,-2.3751026061958274,-1.9259005183664097,-0.5750299673384828,2.106743105296715,1.022600108720347,0.02892979221045282
2.2177686228287,-2.0230943286410246,-9.687142967670779e-05,-1.1721148329451716,2.6586484840937983,0.436519826634593,0.040805906391254844
2.260132359244081,-2.062766826269162,-2.612000026810512e-05,-1.2565450864023728,2.511806973142063,0.46819714236666204,0.04390778047207285
8.1243286578799,-7.730645527135982,-7.762947842956779,5.804454022519141,19.99999999904745,6.429947274595529,0.007190767222291074
8.15901917008219,-7.878648230643239,-9.999999999999998,4.8963836767776785,19.999999999999993,7.97780971406079,0.027435735115968994
6.208042362006594,-1.1207115444610591,-9.999998833227451,10.445959076594658,1.947916147482585,1.7465413051651075,0.04530199823448545
4.842431357239021,-0.04729901282875138,-0.937454204847088,1.4269137429357814,2.1540973826379357,0.32673026866711974,0.03158136733553098
2.300645457643032,-2.1941847001693975,-1.2125019492049591,-0.7504213149218039,2.6913340333509166,0.8139401059463562,0.02838136135987499
6.24084571461338,-1.090327828022381,-9.999849893659658,10.013454324045757,2.2580097123761154,2.0823499811900703,0.04679796655596465
7.943639607204134,-2.704076710295949,-3.784415923477062e-05,4.038909975170745,1.7771281305332787,0.7543821672322342,0.039262680100678723
5.02474211363057,-0.08656710978930317,-0.8564494172639627,1.0078335335657318,2.4826989159003547,0.34234396174522513,0.03389789652817881
5.076999366487269,-0.0802592380248851,-0.8844800388392201,0.8759667490695884,2.346331181810086,0.3879897789672587,0.03555323056986885
4.992615905571441,-0.3116288910901321,-1.468437961041339,1.6205368941480276,1.9761124283018894,0.3304460238634693,0.03420873847532295
6.870747937034465,-1.9809135517725833,-9.999999967626584,10.277572016858558,1.9253590911573029,1.7665083832026753,0.05190088694823846
6.101839971687698,-0.8488739336188569,-9.999999983083367,9.929190677472299,2.0987132741932477,1.9115038123843673,0.04394278823278286
2.981766552276128,-2.9279903452513443,-5.267913879217335e-05,0.7162122235200494,5.230067280661299,0.634130695002854,0.05248575420534591
2.342311729170318,-2.2693626828954057,2.8021388828088125,-2.5781776807332473,5.692454042592151,2.175981916774751,0.017959349390780477
2.702453078333402,-2.6098323789331377,-2.3860228166936843,-1.1625676698499585,1.7713380548104518,1.771326030311378,0.029457796100773877
4.998192599084499,-0.39862523573409075,-1.2009571739488463,1.8324078829890982,2.150173531681304,0.2912698917982962,0.034785243610660474
5.096809791573418,-1.2914125164340635,-1.435482812531858,1.6992881709501637,1.616535079767414,0.3209261206808107,0.03454472941624079
7.307901135814513,-2.354888085855609,-9.999982748107886,11.559879892859412,1.7474656177243335,1.5355135886183142,0.04979001826514809
4.784525682367214,0.28587907343061697,-1.8830295417243743,0.943806692301196,1.71802535989551,0.4125797381235505,0.03803945213820233
2.9266847311171906,-2.748516723559058,2.5180410648998366e-05,0.8473566979205297,5.381072087870437,0.7937331622022878,0.03182520681639459
4.968642406525272,-1.7576749755977115,-1.9143656768510624,3.1647163770669033,1.4215288278551468,0.31484094473360413,0.033291768890236335
2.170132486322449,-2.0858298648079714,-1.0236417004856138,-0.7821474824293088,2.5533233226499923,0.9119968611393067,0.025677684274243894
7.003250867432743,-2.0474490534148706,-9.999999999888749,10.347608544977358,1.8524370591985144,1.6982805277124136,0.04355509454880239
5.031926862919403,-1.629071387546229,-1.8846429334164845,2.610322999309739,1.532635348641326,0.31636733177394283,0.03487680824843523
2.2616056473684436,-2.2167862021216886,-1.00456628435668,-1.2544007391625462,2.342844318045353,2.342554801609618,0.02479254786321372
2.9688369301821615,-2.8336258960188445,-8.284386488225745e-05,0.8303920376198646,6.554238235370645,0.9368077107089985,0.049795493578659304
2.909505373362696,-2.8026768856216107,-2.5505374660099553,-1.3114547197842465,1.813360752257537,1.813428840854399,0.04373294084294315
4.908359115559734,-1.8876676605353715,-1.929009977829396,3.4435444717504926,1.5708446128888678,0.30285037998185815,0.03672317662599414
3.0183529776028264,-2.9403835591381946,-0.00012201274783641585,1.139676617920622,5.022038756815727,0.7032263156804109,0.03348363385140734
8.292920413020262,-8.017256629293739,-9.9999999999839,4.784429888656003,19.99999999995328,7.593825560436804,0.036736280604233104
8.348107606104286,-4.2047334512285515,-0.0015379408755134783,-3.716049531213381,0.20330283144448116,0.5882126534898221,0.048540349995966646
6.69633411051869,-3.9402643530737103,-1.1568517260603843,0.3113980967888068,1.7284628083674072,0.279011963271716,0.06722852764060963
7.895070123007869,-4.439672507025855,0.0006928788399882444,-4.605530842051856,0.2248823850154837,0.6952570190882538,0.051590472926780616
2.2892348080820297,-2.203848977089746,-2.1204532828459657,-0.2606431149237564,2.3819899829562976,0.6114508805435095,0.029001089190403367
7.605353623990655,-3.9014093844007394,0.00035632647627552424,-2.1428846676005247,0.577763737537617,1.2729747241989235,0.05301534267856672
7.070283826905368,-2.1208558838745826,-9.999999999904773,10.42227408804217,1.8209058207451576,1.671623626748755,0.04280967255386185
7.30697865869829,-2.3112785443642334,-9.999999999524663,11.502236597451493,1.634013696222259,1.4387923883887535,0.047559110430556266
6.480102758486906,-1.5901572362746257,-9.999999900702283,10.14803661580762,2.115473891132978,1.87098849460724,0.03927844951948518
7.322938129301708,-7.137890772376827,-5.287196877677834,4.511009456109232,19.999999979752502,5.62857130519633,0.04299242443204667
2.606923673740445,1.8716022983706058,5.464342048235207,1.545585587872259,19.999999999999993,0.36134076931509956,0.024609213899972372
6.997953285225543,-6.682189413910287,-7.212882235083675,3.823719875838008,19.999999999999996,6.895180730034872,0.026612262265301254
7.285607067135857,-2.368631390878157,-9.999999999960956,11.34052020481035,1.7051061726751555,1.505711447467095,0.048243334244653664
7.508542795543239,-3.8888837137717274,-0.0002292204922803604,-3.570338035335618,0.3538763798938289,0.8673449350854217,0.056476442468347404
8.6027625938699,-8.315138421078965,-9.999999999999998,5.2343257861795545,19.99999999999974,8.227802034161046,0.02671631479187364
3.3281951198739876,-3.005767536100477,-6.252520171355327e-05,0.38427311151245275,5.044614717009983,0.6254235610308039,0.03465819388194166
2.9706982476731243,1.570522660960262,4.526390186509667,1.161175224480319,19.999999999999996,0.34172408116598363,0.01937772250446797
8.06448117218007,-4.005471944229815,0.00030164817224834065,-3.7990569454664977,0.23674109203027047,0.713885543138006,0.06238630405131239
7.129689703799278,-2.1462408515295053,-9.999999972139225,10.739025285957757,1.9593486310819128,1.7514608745109874,0.04962690882070024
6.358883293167667,-0.46722644434342003,-0.7021948925694355,-2.0051944360012772,3.5315479945972923,0.21791176270190885,0.058743729125467915
8.207245077771654,-7.929343301495284,-9.999999999999998,4.643914012873607,19.999999999985604,7.846997600090033,0.025514084574948817
5.054371095951086,-0.8961205216416784,-2.231993494784713,1.7226439120721,1.7446135478336213,0.3353812032406759,0.03136643978496883
2.335095593417403,-2.2124793806806764,-0.0778202322072971,-1.1208980906019534,2.999730496613862,0.7362169178118699,0.02495021550402201
